Feature-Set;NSHAP-Value
hyperlipidemia,hepatitis,asthma,copd;0.0000
hyperlipidemia,hepatitis,asthma,dementia;0.0000
hyperlipidemia,hepatitis,asthma,cancer;0.0000
hyperlipidemia,hepatitis,copd,dementia;0.0000
hyperlipidemia,hepatitis,copd,cancer;0.0000
hyperlipidemia,hepatitis,dementia,cancer;0.0000
hyperlipidemia,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
hyperlipidemia,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
hyperlipidemia,endstage.renal.disease,chronic.kidney.disease,dementia;-0.0000
hyperlipidemia,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
hyperlipidemia,endstage.renal.disease,asthma,copd;0.0000
hyperlipidemia,endstage.renal.disease,asthma,dementia;0.0000
hyperlipidemia,endstage.renal.disease,asthma,cancer;0.0000
hyperlipidemia,endstage.renal.disease,copd,dementia;0.0000
hyperlipidemia,endstage.renal.disease,copd,cancer;-0.0000
hyperlipidemia,endstage.renal.disease,dementia,cancer;0.0000
hyperlipidemia,chronic.kidney.disease,asthma,copd;-0.0002
hyperlipidemia,chronic.kidney.disease,asthma,dementia;-0.0000
hyperlipidemia,chronic.kidney.disease,asthma,cancer;0.0000
hyperlipidemia,chronic.kidney.disease,copd,dementia;-0.0000
hyperlipidemia,chronic.kidney.disease,copd,cancer;-0.0000
hyperlipidemia,chronic.kidney.disease,dementia,cancer;-0.0001
hyperlipidemia,asthma,copd,dementia;-0.0000
hyperlipidemia,asthma,copd,cancer;0.0000
hyperlipidemia,asthma,dementia,cancer;0.0000
hyperlipidemia,copd,dementia,cancer;0.0000
diabetes,coronary.artery.disease,chf,cerebrovascular.disease;-0.0004
diabetes,coronary.artery.disease,chf,hepatitis;0.0000
diabetes,coronary.artery.disease,chf,endstage.renal.disease;-0.0007
diabetes,coronary.artery.disease,chf,chronic.kidney.disease;-0.0006
diabetes,coronary.artery.disease,chf,asthma;0.0005
diabetes,coronary.artery.disease,chf,copd;-0.0005
diabetes,coronary.artery.disease,chf,dementia;0.0001
diabetes,coronary.artery.disease,chf,cancer;-0.0000
diabetes,coronary.artery.disease,cerebrovascular.disease,hepatitis;0.0000
diabetes,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;-0.0001
diabetes,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;-0.0001
diabetes,coronary.artery.disease,cerebrovascular.disease,asthma;-0.0001
diabetes,coronary.artery.disease,cerebrovascular.disease,copd;0.0000
diabetes,coronary.artery.disease,cerebrovascular.disease,dementia;0.0001
diabetes,coronary.artery.disease,cerebrovascular.disease,cancer;0.0000
diabetes,coronary.artery.disease,hepatitis,endstage.renal.disease;-0.0000
diabetes,coronary.artery.disease,hepatitis,chronic.kidney.disease;-0.0000
diabetes,coronary.artery.disease,hepatitis,asthma;0.0000
diabetes,coronary.artery.disease,hepatitis,copd;0.0000
diabetes,coronary.artery.disease,hepatitis,dementia;-0.0000
diabetes,coronary.artery.disease,hepatitis,cancer;0.0000
diabetes,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;-0.0004
diabetes,coronary.artery.disease,endstage.renal.disease,asthma;-0.0001
diabetes,coronary.artery.disease,endstage.renal.disease,copd;-0.0000
diabetes,coronary.artery.disease,endstage.renal.disease,dementia;-0.0001
diabetes,coronary.artery.disease,endstage.renal.disease,cancer;-0.0001
diabetes,coronary.artery.disease,chronic.kidney.disease,asthma;-0.0004
diabetes,coronary.artery.disease,chronic.kidney.disease,copd;0.0000
diabetes,coronary.artery.disease,chronic.kidney.disease,dementia;0.0001
diabetes,coronary.artery.disease,chronic.kidney.disease,cancer;-0.0001
diabetes,coronary.artery.disease,asthma,copd;-0.0009
diabetes,coronary.artery.disease,asthma,dementia;-0.0000
diabetes,coronary.artery.disease,asthma,cancer;-0.0001
diabetes,coronary.artery.disease,copd,dementia;0.0001
diabetes,coronary.artery.disease,copd,cancer;-0.0000
diabetes,coronary.artery.disease,dementia,cancer;0.0000
diabetes,chf,cerebrovascular.disease,hepatitis;0.0000
diabetes,chf,cerebrovascular.disease,endstage.renal.disease;-0.0000
diabetes,chf,cerebrovascular.disease,chronic.kidney.disease;0.0001
diabetes,chf,cerebrovascular.disease,asthma;-0.0000
diabetes,chf,cerebrovascular.disease,copd;-0.0000
diabetes,chf,cerebrovascular.disease,dementia;-0.0001
diabetes,chf,cerebrovascular.disease,cancer;-0.0000
diabetes,chf,hepatitis,endstage.renal.disease;-0.0000
diabetes,chf,hepatitis,chronic.kidney.disease;0.0000
diabetes,chf,hepatitis,asthma;0.0000
diabetes,chf,hepatitis,copd;0.0000
diabetes,chf,hepatitis,dementia;0.0000
diabetes,chf,hepatitis,cancer;-0.0000
diabetes,chf,endstage.renal.disease,chronic.kidney.disease;-0.0001
diabetes,chf,endstage.renal.disease,asthma;-0.0000
diabetes,chf,endstage.renal.disease,copd;-0.0000
diabetes,chf,endstage.renal.disease,dementia;-0.0001
diabetes,chf,endstage.renal.disease,cancer;-0.0000
diabetes,chf,chronic.kidney.disease,asthma;0.0001
diabetes,chf,chronic.kidney.disease,copd;0.0001
diabetes,chf,chronic.kidney.disease,dementia;-0.0000
diabetes,chf,chronic.kidney.disease,cancer;0.0000
diabetes,chf,asthma,copd;-0.0000
diabetes,chf,asthma,dementia;-0.0000
diabetes,chf,asthma,cancer;-0.0000
diabetes,chf,copd,dementia;-0.0000
diabetes,chf,copd,cancer;-0.0000
diabetes,chf,dementia,cancer;0.0000
diabetes,cerebrovascular.disease,hepatitis,endstage.renal.disease;-0.0000
diabetes,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
diabetes,cerebrovascular.disease,hepatitis,asthma;-0.0000
diabetes,cerebrovascular.disease,hepatitis,copd;0.0000
diabetes,cerebrovascular.disease,hepatitis,dementia;0.0000
diabetes,cerebrovascular.disease,hepatitis,cancer;-0.0000
diabetes,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0000
diabetes,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
diabetes,cerebrovascular.disease,endstage.renal.disease,copd;-0.0000
diabetes,cerebrovascular.disease,endstage.renal.disease,dementia;-0.0000
diabetes,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
diabetes,cerebrovascular.disease,chronic.kidney.disease,asthma;-0.0000
diabetes,cerebrovascular.disease,chronic.kidney.disease,copd;-0.0000
diabetes,cerebrovascular.disease,chronic.kidney.disease,dementia;-0.0000
diabetes,cerebrovascular.disease,chronic.kidney.disease,cancer;-0.0000
diabetes,cerebrovascular.disease,asthma,copd;-0.0000
diabetes,cerebrovascular.disease,asthma,dementia;0.0000
diabetes,cerebrovascular.disease,asthma,cancer;0.0000
diabetes,cerebrovascular.disease,copd,dementia;-0.0001
diabetes,cerebrovascular.disease,copd,cancer;-0.0000
diabetes,cerebrovascular.disease,dementia,cancer;0.0000
diabetes,hepatitis,endstage.renal.disease,chronic.kidney.disease;-0.0000
diabetes,hepatitis,endstage.renal.disease,asthma;-0.0000
diabetes,hepatitis,endstage.renal.disease,copd;-0.0000
diabetes,hepatitis,endstage.renal.disease,dementia;-0.0000
diabetes,hepatitis,endstage.renal.disease,cancer;-0.0000
diabetes,hepatitis,chronic.kidney.disease,asthma;0.0000
diabetes,hepatitis,chronic.kidney.disease,copd;-0.0000
diabetes,hepatitis,chronic.kidney.disease,dementia;0.0000
diabetes,hepatitis,chronic.kidney.disease,cancer;-0.0000
diabetes,hepatitis,asthma,copd;-0.0000
diabetes,hepatitis,asthma,dementia;-0.0000
diabetes,hepatitis,asthma,cancer;-0.0000
diabetes,hepatitis,copd,dementia;0.0000
diabetes,hepatitis,copd,cancer;-0.0000
diabetes,hepatitis,dementia,cancer;-0.0000
diabetes,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
diabetes,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
diabetes,endstage.renal.disease,chronic.kidney.disease,dementia;0.0000
diabetes,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
diabetes,endstage.renal.disease,asthma,copd;-0.0000
diabetes,endstage.renal.disease,asthma,dementia;0.0000
diabetes,endstage.renal.disease,asthma,cancer;-0.0000
diabetes,endstage.renal.disease,copd,dementia;-0.0000
diabetes,endstage.renal.disease,copd,cancer;-0.0000
diabetes,endstage.renal.disease,dementia,cancer;-0.0000
diabetes,chronic.kidney.disease,asthma,copd;-0.0003
diabetes,chronic.kidney.disease,asthma,dementia;0.0000
diabetes,chronic.kidney.disease,asthma,cancer;-0.0000
diabetes,chronic.kidney.disease,copd,dementia;-0.0000
diabetes,chronic.kidney.disease,copd,cancer;-0.0000
diabetes,chronic.kidney.disease,dementia,cancer;0.0001
diabetes,asthma,copd,dementia;-0.0000
diabetes,asthma,copd,cancer;-0.0002
diabetes,asthma,dementia,cancer;0.0000
diabetes,copd,dementia,cancer;0.0000
coronary.artery.disease,chf,cerebrovascular.disease,hepatitis;0.0000
coronary.artery.disease,chf,cerebrovascular.disease,endstage.renal.disease;-0.0000
coronary.artery.disease,chf,cerebrovascular.disease,chronic.kidney.disease;-0.0000
coronary.artery.disease,chf,cerebrovascular.disease,asthma;-0.0000
coronary.artery.disease,chf,cerebrovascular.disease,copd;-0.0000
coronary.artery.disease,chf,cerebrovascular.disease,dementia;-0.0002
coronary.artery.disease,chf,cerebrovascular.disease,cancer;0.0001
coronary.artery.disease,chf,hepatitis,endstage.renal.disease;0.0000
coronary.artery.disease,chf,hepatitis,chronic.kidney.disease;0.0000
coronary.artery.disease,chf,hepatitis,asthma;0.0000
coronary.artery.disease,chf,hepatitis,copd;0.0000
coronary.artery.disease,chf,hepatitis,dementia;-0.0000
coronary.artery.disease,chf,hepatitis,cancer;-0.0000
coronary.artery.disease,chf,endstage.renal.disease,chronic.kidney.disease;0.0001
coronary.artery.disease,chf,endstage.renal.disease,asthma;-0.0000
coronary.artery.disease,chf,endstage.renal.disease,copd;0.0000
coronary.artery.disease,chf,endstage.renal.disease,dementia;-0.0002
coronary.artery.disease,chf,endstage.renal.disease,cancer;-0.0000
coronary.artery.disease,chf,chronic.kidney.disease,asthma;-0.0002
coronary.artery.disease,chf,chronic.kidney.disease,copd;0.0001
coronary.artery.disease,chf,chronic.kidney.disease,dementia;-0.0002
coronary.artery.disease,chf,chronic.kidney.disease,cancer;0.0001
coronary.artery.disease,chf,asthma,copd;-0.0003
coronary.artery.disease,chf,asthma,dementia;-0.0004
coronary.artery.disease,chf,asthma,cancer;-0.0001
coronary.artery.disease,chf,copd,dementia;-0.0005
coronary.artery.disease,chf,copd,cancer;0.0002
coronary.artery.disease,chf,dementia,cancer;-0.0002
coronary.artery.disease,cerebrovascular.disease,hepatitis,endstage.renal.disease;-0.0000
coronary.artery.disease,cerebrovascular.disease,hepatitis,chronic.kidney.disease;0.0000
coronary.artery.disease,cerebrovascular.disease,hepatitis,asthma;0.0000
coronary.artery.disease,cerebrovascular.disease,hepatitis,copd;0.0000
coronary.artery.disease,cerebrovascular.disease,hepatitis,dementia;0.0000
coronary.artery.disease,cerebrovascular.disease,hepatitis,cancer;0.0000
coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0001
coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease,copd;0.0000
coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease,dementia;0.0000
coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease,asthma;-0.0000
coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease,dementia;0.0000
coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease,cancer;0.0000
coronary.artery.disease,cerebrovascular.disease,asthma,copd;0.0001
coronary.artery.disease,cerebrovascular.disease,asthma,dementia;0.0000
coronary.artery.disease,cerebrovascular.disease,asthma,cancer;0.0000
coronary.artery.disease,cerebrovascular.disease,copd,dementia;0.0000
coronary.artery.disease,cerebrovascular.disease,copd,cancer;0.0000
coronary.artery.disease,cerebrovascular.disease,dementia,cancer;-0.0002
coronary.artery.disease,hepatitis,endstage.renal.disease,chronic.kidney.disease;0.0000
coronary.artery.disease,hepatitis,endstage.renal.disease,asthma;0.0000
coronary.artery.disease,hepatitis,endstage.renal.disease,copd;-0.0000
coronary.artery.disease,hepatitis,endstage.renal.disease,dementia;0.0000
coronary.artery.disease,hepatitis,endstage.renal.disease,cancer;0.0000
coronary.artery.disease,hepatitis,chronic.kidney.disease,asthma;-0.0000
coronary.artery.disease,hepatitis,chronic.kidney.disease,copd;-0.0000
coronary.artery.disease,hepatitis,chronic.kidney.disease,dementia;0.0000
coronary.artery.disease,hepatitis,chronic.kidney.disease,cancer;-0.0000
coronary.artery.disease,hepatitis,asthma,copd;0.0000
coronary.artery.disease,hepatitis,asthma,dementia;-0.0000
coronary.artery.disease,hepatitis,asthma,cancer;0.0000
coronary.artery.disease,hepatitis,copd,dementia;0.0000
coronary.artery.disease,hepatitis,copd,cancer;-0.0000
coronary.artery.disease,hepatitis,dementia,cancer;0.0000
coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease,copd;0.0000
coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease,dementia;-0.0001
coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease,cancer;0.0000
coronary.artery.disease,endstage.renal.disease,asthma,copd;-0.0000
coronary.artery.disease,endstage.renal.disease,asthma,dementia;0.0000
coronary.artery.disease,endstage.renal.disease,asthma,cancer;0.0000
coronary.artery.disease,endstage.renal.disease,copd,dementia;-0.0000
coronary.artery.disease,endstage.renal.disease,copd,cancer;-0.0000
coronary.artery.disease,endstage.renal.disease,dementia,cancer;-0.0000
coronary.artery.disease,chronic.kidney.disease,asthma,copd;-0.0000
coronary.artery.disease,chronic.kidney.disease,asthma,dementia;0.0000
coronary.artery.disease,chronic.kidney.disease,asthma,cancer;0.0000
coronary.artery.disease,chronic.kidney.disease,copd,dementia;0.0000
coronary.artery.disease,chronic.kidney.disease,copd,cancer;0.0000
coronary.artery.disease,chronic.kidney.disease,dementia,cancer;-0.0000
coronary.artery.disease,asthma,copd,dementia;0.0001
coronary.artery.disease,asthma,copd,cancer;-0.0000
coronary.artery.disease,asthma,dementia,cancer;0.0000
coronary.artery.disease,copd,dementia,cancer;-0.0000
chf,cerebrovascular.disease,hepatitis,endstage.renal.disease;0.0000
chf,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
chf,cerebrovascular.disease,hepatitis,asthma;-0.0000
chf,cerebrovascular.disease,hepatitis,copd;0.0000
chf,cerebrovascular.disease,hepatitis,dementia;0.0000
chf,cerebrovascular.disease,hepatitis,cancer;-0.0000
chf,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0000
chf,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
chf,cerebrovascular.disease,endstage.renal.disease,copd;0.0000
chf,cerebrovascular.disease,endstage.renal.disease,dementia;0.0000
chf,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
chf,cerebrovascular.disease,chronic.kidney.disease,asthma;0.0000
chf,cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
chf,cerebrovascular.disease,chronic.kidney.disease,dementia;-0.0000
chf,cerebrovascular.disease,chronic.kidney.disease,cancer;0.0000
chf,cerebrovascular.disease,asthma,copd;-0.0001
chf,cerebrovascular.disease,asthma,dementia;0.0000
chf,cerebrovascular.disease,asthma,cancer;0.0000
chf,cerebrovascular.disease,copd,dementia;0.0000
chf,cerebrovascular.disease,copd,cancer;-0.0000
chf,cerebrovascular.disease,dementia,cancer;-0.0000
chf,hepatitis,endstage.renal.disease,chronic.kidney.disease;0.0000
chf,hepatitis,endstage.renal.disease,asthma;0.0000
chf,hepatitis,endstage.renal.disease,copd;-0.0000
chf,hepatitis,endstage.renal.disease,dementia;0.0000
chf,hepatitis,endstage.renal.disease,cancer;0.0000
chf,hepatitis,chronic.kidney.disease,asthma;0.0000
chf,hepatitis,chronic.kidney.disease,copd;0.0000
chf,hepatitis,chronic.kidney.disease,dementia;-0.0000
chf,hepatitis,chronic.kidney.disease,cancer;-0.0000
chf,hepatitis,asthma,copd;0.0000
chf,hepatitis,asthma,dementia;0.0000
chf,hepatitis,asthma,cancer;-0.0000
chf,hepatitis,copd,dementia;0.0000
chf,hepatitis,copd,cancer;-0.0000
chf,hepatitis,dementia,cancer;-0.0000
chf,endstage.renal.disease,chronic.kidney.disease,asthma;0.0000
chf,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
chf,endstage.renal.disease,chronic.kidney.disease,dementia;-0.0001
chf,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
chf,endstage.renal.disease,asthma,copd;0.0000
chf,endstage.renal.disease,asthma,dementia;0.0000
chf,endstage.renal.disease,asthma,cancer;-0.0000
chf,endstage.renal.disease,copd,dementia;0.0000
chf,endstage.renal.disease,copd,cancer;-0.0000
chf,endstage.renal.disease,dementia,cancer;-0.0000
chf,chronic.kidney.disease,asthma,copd;-0.0001
chf,chronic.kidney.disease,asthma,dementia;0.0000
chf,chronic.kidney.disease,asthma,cancer;-0.0000
chf,chronic.kidney.disease,copd,dementia;-0.0000
chf,chronic.kidney.disease,copd,cancer;-0.0000
chf,chronic.kidney.disease,dementia,cancer;-0.0001
chf,asthma,copd,dementia;-0.0001
chf,asthma,copd,cancer;0.0000
chf,asthma,dementia,cancer;-0.0000
chf,copd,dementia,cancer;0.0000
cerebrovascular.disease,hepatitis,endstage.renal.disease,chronic.kidney.disease;0.0000
cerebrovascular.disease,hepatitis,endstage.renal.disease,asthma;0.0000
cerebrovascular.disease,hepatitis,endstage.renal.disease,copd;-0.0000
cerebrovascular.disease,hepatitis,endstage.renal.disease,dementia;-0.0000
cerebrovascular.disease,hepatitis,endstage.renal.disease,cancer;-0.0000
cerebrovascular.disease,hepatitis,chronic.kidney.disease,asthma;0.0000
cerebrovascular.disease,hepatitis,chronic.kidney.disease,copd;-0.0000
cerebrovascular.disease,hepatitis,chronic.kidney.disease,dementia;0.0000
cerebrovascular.disease,hepatitis,chronic.kidney.disease,cancer;-0.0000
cerebrovascular.disease,hepatitis,asthma,copd;0.0000
cerebrovascular.disease,hepatitis,asthma,dementia;0.0000
cerebrovascular.disease,hepatitis,asthma,cancer;0.0000
cerebrovascular.disease,hepatitis,copd,dementia;0.0000
cerebrovascular.disease,hepatitis,copd,cancer;-0.0000
cerebrovascular.disease,hepatitis,dementia,cancer;0.0000
cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease,dementia;0.0000
cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
cerebrovascular.disease,endstage.renal.disease,asthma,copd;0.0000
cerebrovascular.disease,endstage.renal.disease,asthma,dementia;0.0000
cerebrovascular.disease,endstage.renal.disease,asthma,cancer;-0.0000
cerebrovascular.disease,endstage.renal.disease,copd,dementia;-0.0000
cerebrovascular.disease,endstage.renal.disease,copd,cancer;-0.0000
cerebrovascular.disease,endstage.renal.disease,dementia,cancer;-0.0000
cerebrovascular.disease,chronic.kidney.disease,asthma,copd;-0.0000
cerebrovascular.disease,chronic.kidney.disease,asthma,dementia;0.0000
cerebrovascular.disease,chronic.kidney.disease,asthma,cancer;-0.0000
cerebrovascular.disease,chronic.kidney.disease,copd,dementia;-0.0000
cerebrovascular.disease,chronic.kidney.disease,copd,cancer;-0.0000
cerebrovascular.disease,chronic.kidney.disease,dementia,cancer;0.0000
cerebrovascular.disease,asthma,copd,dementia;0.0000
cerebrovascular.disease,asthma,copd,cancer;0.0000
cerebrovascular.disease,asthma,dementia,cancer;0.0000
cerebrovascular.disease,copd,dementia,cancer;0.0000
hepatitis,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
hepatitis,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
hepatitis,endstage.renal.disease,chronic.kidney.disease,dementia;0.0000
hepatitis,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
hepatitis,endstage.renal.disease,asthma,copd;-0.0000
hepatitis,endstage.renal.disease,asthma,dementia;-0.0000
hepatitis,endstage.renal.disease,asthma,cancer;0.0000
hepatitis,endstage.renal.disease,copd,dementia;-0.0000
hepatitis,endstage.renal.disease,copd,cancer;-0.0000
hepatitis,endstage.renal.disease,dementia,cancer;-0.0000
hepatitis,chronic.kidney.disease,asthma,copd;-0.0000
hepatitis,chronic.kidney.disease,asthma,dementia;0.0000
hepatitis,chronic.kidney.disease,asthma,cancer;-0.0000
hepatitis,chronic.kidney.disease,copd,dementia;-0.0000
hepatitis,chronic.kidney.disease,copd,cancer;-0.0000
hepatitis,chronic.kidney.disease,dementia,cancer;-0.0000
hepatitis,asthma,copd,dementia;0.0000
hepatitis,asthma,copd,cancer;0.0000
hepatitis,asthma,dementia,cancer;0.0000
hepatitis,copd,dementia,cancer;-0.0000
endstage.renal.disease,chronic.kidney.disease,asthma,copd;0.0000
endstage.renal.disease,chronic.kidney.disease,asthma,dementia;-0.0000
endstage.renal.disease,chronic.kidney.disease,asthma,cancer;0.0000
endstage.renal.disease,chronic.kidney.disease,copd,dementia;-0.0000
endstage.renal.disease,chronic.kidney.disease,copd,cancer;-0.0000
endstage.renal.disease,chronic.kidney.disease,dementia,cancer;0.0000
endstage.renal.disease,asthma,copd,dementia;-0.0000
endstage.renal.disease,asthma,copd,cancer;0.0000
endstage.renal.disease,asthma,dementia,cancer;-0.0000
endstage.renal.disease,copd,dementia,cancer;-0.0000
chronic.kidney.disease,asthma,copd,dementia;0.0000
chronic.kidney.disease,asthma,copd,cancer;0.0000
chronic.kidney.disease,asthma,dementia,cancer;-0.0000
chronic.kidney.disease,copd,dementia,cancer;-0.0000
asthma,copd,dementia,cancer;0.0000
